table_type,id,asset_class,vintage_year,metric_type,value,quartile_type,sample_size
performance_by_vintage,901,fund_of_funds,2000,irr,0.1034,top_quartile,8
performance_by_vintage,901,fund_of_funds,2000,irr,0.0672,median,8
performance_by_vintage,901,fund_of_funds,2000,irr,0.036,bottom_quartile,8
performance_by_vintage,902,fund_of_funds,2001,pooled_irr,0.1222,,9
performance_by_vintage,902,fund_of_funds,2001,equal_weighted_pooled_irr,0.0899,,9
performance_by_vintage,903,fund_of_funds,2002,pooled_irr,0.0775,,4
performance_by_vintage,903,fund_of_funds,2002,equal_weighted_pooled_irr,0.0645,,4
performance_by_vintage,903,fund_of_funds,2002,irr,0.1427,top_decile,4
performance_by_vintage,903,fund_of_funds,2002,irr,0.105,top_quartile,4
performance_by_vintage,903,fund_of_funds,2002,irr,0.0847,median,4
performance_by_vintage,903,fund_of_funds,2002,irr,0.0525,bottom_quartile,4
performance_by_vintage,904,fund_of_funds,2003,pooled_irr,0.0753,,5
performance_by_vintage,904,fund_of_funds,2003,equal_weighted_pooled_irr,0.051,,5
performance_by_vintage,905,fund_of_funds,2004,pooled_irr,0.0821,,9
performance_by_vintage,905,fund_of_funds,2004,equal_weighted_pooled_irr,0.0795,,9
performance_by_vintage,905,fund_of_funds,2004,irr,0.1149,top_decile,9
performance_by_vintage,905,fund_of_funds,2004,irr,0.105,top_quartile,9
performance_by_vintage,905,fund_of_funds,2004,irr,0.071,median,9
performance_by_vintage,905,fund_of_funds,2004,irr,0.0578,bottom_quartile,9
performance_by_vintage,906,fund_of_funds,2005,pooled_irr,0.0758,,18
performance_by_vintage,906,fund_of_funds,2005,equal_weighted_pooled_irr,0.0653,,18
performance_by_vintage,907,fund_of_funds,2006,pooled_irr,0.0778,,34
performance_by_vintage,907,fund_of_funds,2006,equal_weighted_pooled_irr,0.0771,,34
performance_by_vintage,907,fund_of_funds,2006,irr,0.119,top_decile,34
performance_by_vintage,907,fund_of_funds,2006,irr,0.1001,top_quartile,34
performance_by_vintage,907,fund_of_funds,2006,irr,0.0703,median,34
performance_by_vintage,907,fund_of_funds,2006,irr,0.049,bottom_quartile,34
performance_by_vintage,908,fund_of_funds,2007,pooled_irr,0.1055,,44
performance_by_vintage,908,fund_of_funds,2007,equal_weighted_pooled_irr,0.0972,,44
performance_by_vintage,909,fund_of_funds,2008,pooled_irr,0.0557,,42
performance_by_vintage,909,fund_of_funds,2008,equal_weighted_pooled_irr,0.1079,,42
performance_by_vintage,909,fund_of_funds,2008,irr,0.174,top_decile,42
performance_by_vintage,909,fund_of_funds,2008,irr,0.1465,top_quartile,42
performance_by_vintage,909,fund_of_funds,2008,irr,0.1124,median,42
performance_by_vintage,909,fund_of_funds,2008,irr,0.0811,bottom_quartile,42
performance_by_vintage,910,fund_of_funds,2009,pooled_irr,0.1219,,26
performance_by_vintage,910,fund_of_funds,2009,equal_weighted_pooled_irr,0.1166,,26
performance_by_vintage,911,fund_of_funds,2010,pooled_irr,0.1237,,34
performance_by_vintage,911,fund_of_funds,2010,equal_weighted_pooled_irr,0.1202,,34
performance_by_vintage,911,fund_of_funds,2010,irr,0.185,top_decile,34
performance_by_vintage,911,fund_of_funds,2010,irr,0.1418,top_quartile,34
performance_by_vintage,911,fund_of_funds,2010,irr,0.1187,median,34
performance_by_vintage,911,fund_of_funds,2010,irr,0.0793,bottom_quartile,34
performance_by_vintage,912,fund_of_funds,2011,pooled_irr,0.153,,35
performance_by_vintage,912,fund_of_funds,2011,equal_weighted_pooled_irr,0.1596,,35
performance_by_vintage,913,fund_of_funds,2012,pooled_irr,0.1449,,38
performance_by_vintage,913,fund_of_funds,2012,equal_weighted_pooled_irr,0.1416,,38
performance_by_vintage,913,fund_of_funds,2012,irr,0.2146,top_decile,38
performance_by_vintage,913,fund_of_funds,2012,irr,0.1888,top_quartile,38
performance_by_vintage,913,fund_of_funds,2012,irr,0.1328,median,38
performance_by_vintage,913,fund_of_funds,2012,irr,0.0904,bottom_quartile,38
performance_by_vintage,914,fund_of_funds,2013,pooled_irr,0.1349,,38
performance_by_vintage,914,fund_of_funds,2013,equal_weighted_pooled_irr,0.1366,,38
performance_by_vintage,915,fund_of_funds,2014,pooled_irr,0.1449,,40
performance_by_vintage,915,fund_of_funds,2014,equal_weighted_pooled_irr,0.1481,,40
performance_by_vintage,915,fund_of_funds,2014,irr,0.2282,top_decile,40
performance_by_vintage,915,fund_of_funds,2014,irr,0.1942,top_quartile,40
performance_by_vintage,915,fund_of_funds,2014,irr,0.162,median,40
performance_by_vintage,915,fund_of_funds,2014,irr,0.1112,bottom_quartile,40
performance_by_vintage,916,fund_of_funds,2015,pooled_irr,0.1532,,38
performance_by_vintage,916,fund_of_funds,2015,equal_weighted_pooled_irr,0.1546,,38
performance_by_vintage,917,fund_of_funds,2016,pooled_irr,0.1496,,36
performance_by_vintage,917,fund_of_funds,2016,equal_weighted_pooled_irr,0.1478,,36
performance_by_vintage,917,fund_of_funds,2016,irr,0.2114,top_decile,36
performance_by_vintage,917,fund_of_funds,2016,irr,0.1856,top_quartile,36
performance_by_vintage,917,fund_of_funds,2016,irr,0.1503,median,36
performance_by_vintage,917,fund_of_funds,2016,irr,0.1136,bottom_quartile,36
performance_by_vintage,918,fund_of_funds,2017,pooled_irr,0.1593,,29
performance_by_vintage,918,fund_of_funds,2017,equal_weighted_pooled_irr,0.1541,,29
performance_by_vintage,919,fund_of_funds,2018,pooled_irr,0.1419,,24
performance_by_vintage,919,fund_of_funds,2018,equal_weighted_pooled_irr,0.1283,,24
performance_by_vintage,919,fund_of_funds,2018,irr,0.1993,top_decile,24
performance_by_vintage,919,fund_of_funds,2018,irr,0.179,top_quartile,24
performance_by_vintage,919,fund_of_funds,2018,irr,0.149,median,24
performance_by_vintage,919,fund_of_funds,2018,irr,0.1,bottom_quartile,24
performance_by_vintage,920,fund_of_funds,2019,pooled_irr,0.1486,,23
performance_by_vintage,920,fund_of_funds,2019,equal_weighted_pooled_irr,0.1298,,23
performance_by_vintage,921,fund_of_funds,2020,pooled_irr,0.0686,,26
performance_by_vintage,921,fund_of_funds,2020,equal_weighted_pooled_irr,0.0841,,26
performance_by_vintage,921,fund_of_funds,2020,irr,0.194,top_decile,26
performance_by_vintage,921,fund_of_funds,2020,irr,0.1576,top_quartile,26
performance_by_vintage,921,fund_of_funds,2020,irr,0.1125,median,26
performance_by_vintage,921,fund_of_funds,2020,irr,0.0757,bottom_quartile,26
performance_by_vintage,922,fund_of_funds,2021,pooled_irr,0.0751,,34
performance_by_vintage,922,fund_of_funds,2021,equal_weighted_pooled_irr,0.0757,,34
performance_by_vintage,923,fund_of_funds,2022,pooled_irr,0.112,,25
performance_by_vintage,923,fund_of_funds,2022,equal_weighted_pooled_irr,0.0879,,25
performance_by_vintage,923,fund_of_funds,2022,irr,0.2785,top_decile,25
performance_by_vintage,923,fund_of_funds,2022,irr,0.1469,top_quartile,25
performance_by_vintage,923,fund_of_funds,2022,irr,0.1078,median,25
performance_by_vintage,923,fund_of_funds,2022,irr,0.0193,bottom_quartile,25
performance_by_vintage,924,fund_of_funds,2023,pooled_irr,-0.1658,,16
performance_by_vintage,924,fund_of_funds,2023,equal_weighted_pooled_irr,-0.021,,16
performance_by_vintage,925,secondaries,2000,pooled_irr,0.1481,,4
performance_by_vintage,925,secondaries,2000,equal_weighted_pooled_irr,0.1427,,4
performance_by_vintage,926,secondaries,2001,pooled_irr,0.2036,,1
performance_by_vintage,926,secondaries,2001,equal_weighted_pooled_irr,0.2036,,1
performance_by_vintage,927,secondaries,2002,pooled_irr,0.1545,,4
performance_by_vintage,927,secondaries,2002,equal_weighted_pooled_irr,0.1578,,4
performance_by_vintage,928,secondaries,2003,pooled_irr,0.3473,,2
performance_by_vintage,928,secondaries,2003,equal_weighted_pooled_irr,0.2872,,2
performance_by_vintage,929,secondaries,2004,pooled_irr,0.0905,,6
performance_by_vintage,929,secondaries,2004,equal_weighted_pooled_irr,0.0764,,6
performance_by_vintage,929,secondaries,2004,irr,0.2118,top_decile,6
performance_by_vintage,929,secondaries,2004,irr,0.123,top_quartile,6
performance_by_vintage,929,secondaries,2004,irr,0.0718,median,6
performance_by_vintage,929,secondaries,2004,irr,0.0563,bottom_quartile,6
performance_by_vintage,930,secondaries,2005,pooled_irr,0.0645,,9
performance_by_vintage,930,secondaries,2005,equal_weighted_pooled_irr,0.0553,,9
performance_by_vintage,931,secondaries,2006,pooled_irr,0.0716,,8
performance_by_vintage,931,secondaries,2006,equal_weighted_pooled_irr,0.0757,,8
performance_by_vintage,931,secondaries,2006,irr,0.1116,top_decile,8
performance_by_vintage,931,secondaries,2006,irr,0.1,top_quartile,8
performance_by_vintage,931,secondaries,2006,irr,0.0725,median,8
performance_by_vintage,931,secondaries,2006,irr,0.044,bottom_quartile,8
performance_by_vintage,932,secondaries,2007,pooled_irr,0.076,,12
performance_by_vintage,932,secondaries,2007,equal_weighted_pooled_irr,0.0935,,12
performance_by_vintage,933,secondaries,2008,pooled_irr,0.129,,10
performance_by_vintage,933,secondaries,2008,equal_weighted_pooled_irr,0.1318,,10
performance_by_vintage,933,secondaries,2008,irr,0.2091,top_decile,10
performance_by_vintage,933,secondaries,2008,irr,0.1699,top_quartile,10
performance_by_vintage,933,secondaries,2008,irr,0.122,median,10
performance_by_vintage,933,secondaries,2008,irr,0.0258,bottom_quartile,10
performance_by_vintage,934,secondaries,2009,pooled_irr,0.1191,,11
performance_by_vintage,934,secondaries,2009,equal_weighted_pooled_irr,0.1028,,11
performance_by_vintage,935,secondaries,2010,pooled_irr,0.1139,,6
performance_by_vintage,935,secondaries,2010,equal_weighted_pooled_irr,0.1173,,6
performance_by_vintage,935,secondaries,2010,irr,0.1824,top_decile,6
performance_by_vintage,935,secondaries,2010,irr,0.177,top_quartile,6
performance_by_vintage,935,secondaries,2010,irr,0.1358,median,6
performance_by_vintage,935,secondaries,2010,irr,0.1032,bottom_quartile,6
performance_by_vintage,936,secondaries,2011,pooled_irr,0.1382,,11
performance_by_vintage,936,secondaries,2011,equal_weighted_pooled_irr,0.1189,,11
performance_by_vintage,937,secondaries,2012,pooled_irr,0.1136,,11
performance_by_vintage,937,secondaries,2012,equal_weighted_pooled_irr,0.0992,,11
performance_by_vintage,937,secondaries,2012,irr,0.1955,top_decile,11
performance_by_vintage,937,secondaries,2012,irr,0.1794,top_quartile,11
performance_by_vintage,937,secondaries,2012,irr,0.1301,median,11
performance_by_vintage,937,secondaries,2012,irr,0.0872,bottom_quartile,11
performance_by_vintage,938,secondaries,2013,pooled_irr,0.1032,,13
performance_by_vintage,938,secondaries,2013,equal_weighted_pooled_irr,0.1109,,13
performance_by_vintage,939,secondaries,2014,pooled_irr,0.131,,14
performance_by_vintage,939,secondaries,2014,equal_weighted_pooled_irr,0.1655,,14
performance_by_vintage,939,secondaries,2014,irr,0.1805,top_decile,14
performance_by_vintage,939,secondaries,2014,irr,0.1535,top_quartile,14
performance_by_vintage,939,secondaries,2014,irr,0.1258,median,14
performance_by_vintage,939,secondaries,2014,irr,0.097,bottom_quartile,14
performance_by_vintage,940,secondaries,2015,pooled_irr,0.1633,,7
performance_by_vintage,940,secondaries,2015,equal_weighted_pooled_irr,0.156,,7
performance_by_vintage,941,secondaries,2016,pooled_irr,0.1462,,21
performance_by_vintage,941,secondaries,2016,equal_weighted_pooled_irr,0.1588,,21
performance_by_vintage,941,secondaries,2016,irr,0.291,top_decile,21
performance_by_vintage,941,secondaries,2016,irr,0.2203,top_quartile,21
performance_by_vintage,941,secondaries,2016,irr,0.134,median,21
performance_by_vintage,941,secondaries,2016,irr,0.1024,bottom_quartile,21
performance_by_vintage,942,secondaries,2017,pooled_irr,0.1245,,11
performance_by_vintage,942,secondaries,2017,equal_weighted_pooled_irr,0.1507,,11
performance_by_vintage,943,secondaries,2018,pooled_irr,0.1699,,10
performance_by_vintage,943,secondaries,2018,equal_weighted_pooled_irr,0.1724,,10
performance_by_vintage,943,secondaries,2018,irr,0.2806,top_decile,10
performance_by_vintage,943,secondaries,2018,irr,0.2325,top_quartile,10
performance_by_vintage,943,secondaries,2018,irr,0.1774,median,10
performance_by_vintage,943,secondaries,2018,irr,0.1489,bottom_quartile,10
performance_by_vintage,944,secondaries,2019,pooled_irr,0.2047,,15
performance_by_vintage,944,secondaries,2019,equal_weighted_pooled_irr,0.1908,,15
performance_by_vintage,945,secondaries,2020,pooled_irr,0.1933,,22
performance_by_vintage,945,secondaries,2020,equal_weighted_pooled_irr,0.1624,,22
performance_by_vintage,945,secondaries,2020,irr,0.2358,top_decile,22
performance_by_vintage,945,secondaries,2020,irr,0.1955,top_quartile,22
performance_by_vintage,945,secondaries,2020,irr,0.1546,median,22
performance_by_vintage,945,secondaries,2020,irr,0.1043,bottom_quartile,22
performance_by_vintage,946,secondaries,2021,pooled_irr,0.1718,,16
performance_by_vintage,946,secondaries,2021,equal_weighted_pooled_irr,0.1649,,16
performance_by_vintage,947,secondaries,2022,pooled_irr,0.4583,,15
performance_by_vintage,947,secondaries,2022,equal_weighted_pooled_irr,0.2922,,15
performance_by_vintage,947,secondaries,2022,irr,0.4208,top_decile,15
performance_by_vintage,947,secondaries,2022,irr,0.3128,top_quartile,15
performance_by_vintage,947,secondaries,2022,irr,0.2255,median,15
performance_by_vintage,947,secondaries,2022,irr,0.1353,bottom_quartile,15
performance_by_vintage,948,secondaries,2023,pooled_irr,0.2204,,19
performance_by_vintage,948,secondaries,2023,equal_weighted_pooled_irr,0.2419,,19
multiples_quantiles,349,private_equity,2000,tvpi,2.78,top_decile,100
multiples_quantiles,349,private_equity,2000,tvpi,2.26,top_quartile,100
multiples_quantiles,349,private_equity,2000,tvpi,1.86,median,100
multiples_quantiles,349,private_equity,2000,tvpi,1.39,bottom_quartile,100
multiples_quantiles,349,private_equity,2000,tvpi,0.98,bottom_decile,100
multiples_quantiles,350,private_equity,2002,tvpi,3.21,top_decile,58
multiples_quantiles,350,private_equity,2002,tvpi,2.23,top_quartile,58
multiples_quantiles,350,private_equity,2002,tvpi,1.68,median,58
multiples_quantiles,350,private_equity,2002,tvpi,1.23,bottom_quartile,58
multiples_quantiles,350,private_equity,2002,tvpi,0.83,bottom_decile,58
multiples_quantiles,351,private_equity,2004,tvpi,3.4,top_decile,60
multiples_quantiles,351,private_equity,2004,tvpi,2.45,top_quartile,60
multiples_quantiles,351,private_equity,2004,tvpi,1.66,median,60
multiples_quantiles,351,private_equity,2004,tvpi,1.2,bottom_quartile,60
multiples_quantiles,351,private_equity,2004,tvpi,0.62,bottom_decile,60
multiples_quantiles,352,private_equity,2006,tvpi,2.31,top_decile,164
multiples_quantiles,352,private_equity,2006,tvpi,1.91,top_quartile,164
multiples_quantiles,352,private_equity,2006,tvpi,1.54,median,164
multiples_quantiles,352,private_equity,2006,tvpi,1.28,bottom_quartile,164
multiples_quantiles,352,private_equity,2006,tvpi,0.86,bottom_decile,164
multiples_quantiles,353,private_equity,2008,tvpi,2.45,top_decile,136
multiples_quantiles,353,private_equity,2008,tvpi,2.06,top_quartile,136
multiples_quantiles,353,private_equity,2008,tvpi,1.65,median,136
multiples_quantiles,353,private_equity,2008,tvpi,1.32,bottom_quartile,136
multiples_quantiles,353,private_equity,2008,tvpi,0.84,bottom_decile,136
multiples_quantiles,354,private_equity,2010,tvpi,3.02,top_decile,71
multiples_quantiles,354,private_equity,2010,tvpi,2.08,top_quartile,71
multiples_quantiles,354,private_equity,2010,tvpi,1.65,median,71
multiples_quantiles,354,private_equity,2010,tvpi,1.31,bottom_quartile,71
multiples_quantiles,354,private_equity,2010,tvpi,0.97,bottom_decile,71
multiples_quantiles,355,private_equity,2012,tvpi,2.84,top_decile,106
multiples_quantiles,355,private_equity,2012,tvpi,2.24,top_quartile,106
multiples_quantiles,355,private_equity,2012,tvpi,1.81,median,106
multiples_quantiles,355,private_equity,2012,tvpi,1.44,bottom_quartile,106
multiples_quantiles,355,private_equity,2012,tvpi,1.04,bottom_decile,106
multiples_quantiles,356,private_equity,2014,tvpi,3.7,top_decile,96
multiples_quantiles,356,private_equity,2014,tvpi,2.49,top_quartile,96
multiples_quantiles,356,private_equity,2014,tvpi,2.05,median,96
multiples_quantiles,356,private_equity,2014,tvpi,1.61,bottom_quartile,96
multiples_quantiles,356,private_equity,2014,tvpi,1.23,bottom_decile,96
multiples_quantiles,357,private_equity,2016,tvpi,3.15,top_decile,137
multiples_quantiles,357,private_equity,2016,tvpi,2.26,top_quartile,137
multiples_quantiles,357,private_equity,2016,tvpi,1.87,median,137
multiples_quantiles,357,private_equity,2016,tvpi,1.6,bottom_quartile,137
multiples_quantiles,357,private_equity,2016,tvpi,1.34,bottom_decile,137
multiples_quantiles,358,private_equity,2018,tvpi,2.21,top_decile,154
multiples_quantiles,358,private_equity,2018,tvpi,1.97,top_quartile,154
multiples_quantiles,358,private_equity,2018,tvpi,1.65,median,154
multiples_quantiles,358,private_equity,2018,tvpi,1.42,bottom_quartile,154
multiples_quantiles,358,private_equity,2018,tvpi,1.23,bottom_decile,154
multiples_quantiles,359,private_equity,2020,tvpi,1.92,top_decile,136
multiples_quantiles,359,private_equity,2020,tvpi,1.59,top_quartile,136
multiples_quantiles,359,private_equity,2020,tvpi,1.36,median,136
multiples_quantiles,359,private_equity,2020,tvpi,1.23,bottom_quartile,136
multiples_quantiles,359,private_equity,2020,tvpi,1.09,bottom_decile,136
multiples_quantiles,360,private_equity,2022,tvpi,1.45,top_decile,161
multiples_quantiles,360,private_equity,2022,tvpi,1.27,top_quartile,161
multiples_quantiles,360,private_equity,2022,tvpi,1.12,median,161
multiples_quantiles,360,private_equity,2022,tvpi,0.97,bottom_quartile,161
multiples_quantiles,360,private_equity,2022,tvpi,0.87,bottom_decile,161
multiples_quantiles,361,real_estate,2000,tvpi,1.79,top_decile,102
multiples_quantiles,361,real_estate,2000,tvpi,1.38,top_quartile,102
multiples_quantiles,361,real_estate,2000,tvpi,0.9,median,102
multiples_quantiles,361,real_estate,2000,tvpi,0.64,bottom_quartile,102
multiples_quantiles,361,real_estate,2000,tvpi,0.27,bottom_decile,102
multiples_quantiles,362,real_estate,2002,tvpi,1.99,top_decile,47
multiples_quantiles,362,real_estate,2002,tvpi,1.55,top_quartile,47
multiples_quantiles,362,real_estate,2002,tvpi,1.17,median,47
multiples_quantiles,362,real_estate,2002,tvpi,0.65,bottom_quartile,47
multiples_quantiles,362,real_estate,2002,tvpi,0.38,bottom_decile,47
multiples_quantiles,363,real_estate,2004,tvpi,2.23,top_decile,43
multiples_quantiles,363,real_estate,2004,tvpi,1.45,top_quartile,43
multiples_quantiles,363,real_estate,2004,tvpi,1.03,median,43
multiples_quantiles,363,real_estate,2004,tvpi,0.62,bottom_quartile,43
multiples_quantiles,363,real_estate,2004,tvpi,0.32,bottom_decile,43
multiples_quantiles,364,real_estate,2006,tvpi,3.29,top_decile,78
multiples_quantiles,364,real_estate,2006,tvpi,2.17,top_quartile,78
multiples_quantiles,364,real_estate,2006,tvpi,1.42,median,78
multiples_quantiles,364,real_estate,2006,tvpi,0.73,bottom_quartile,78
multiples_quantiles,364,real_estate,2006,tvpi,0.42,bottom_decile,78
multiples_quantiles,365,real_estate,2008,tvpi,5.57,top_decile,90
multiples_quantiles,365,real_estate,2008,tvpi,2.84,top_quartile,90
multiples_quantiles,365,real_estate,2008,tvpi,1.71,median,90
multiples_quantiles,365,real_estate,2008,tvpi,0.84,bottom_quartile,90
multiples_quantiles,365,real_estate,2008,tvpi,0.34,bottom_decile,90
multiples_quantiles,366,real_estate,2010,tvpi,4.43,top_decile,53
multiples_quantiles,366,real_estate,2010,tvpi,2.86,top_quartile,53
multiples_quantiles,366,real_estate,2010,tvpi,1.56,median,53
multiples_quantiles,366,real_estate,2010,tvpi,1.1,bottom_quartile,53
multiples_quantiles,366,real_estate,2010,tvpi,0.57,bottom_decile,53
multiples_quantiles,367,real_estate,2012,tvpi,7.71,top_decile,46
multiples_quantiles,367,real_estate,2012,tvpi,4.18,top_quartile,46
multiples_quantiles,367,real_estate,2012,tvpi,2.86,median,46
multiples_quantiles,367,real_estate,2012,tvpi,1.79,bottom_quartile,46
multiples_quantiles,367,real_estate,2012,tvpi,1.15,bottom_decile,46
multiples_quantiles,368,real_estate,2014,tvpi,4.8,top_decile,50
multiples_quantiles,368,real_estate,2014,tvpi,3.36,top_quartile,50
multiples_quantiles,368,real_estate,2014,tvpi,2.37,median,50
multiples_quantiles,368,real_estate,2014,tvpi,1.82,bottom_quartile,50
multiples_quantiles,368,real_estate,2014,tvpi,1.31,bottom_decile,50
multiples_quantiles,369,real_estate,2016,tvpi,4.44,top_decile,66
multiples_quantiles,369,real_estate,2016,tvpi,2.65,top_quartile,66
multiples_quantiles,369,real_estate,2016,tvpi,2.06,median,66
multiples_quantiles,369,real_estate,2016,tvpi,1.48,bottom_quartile,66
multiples_quantiles,369,real_estate,2016,tvpi,1.19,bottom_decile,66
multiples_quantiles,370,real_estate,2018,tvpi,2.71,top_decile,69
multiples_quantiles,370,real_estate,2018,tvpi,2.21,top_quartile,69
multiples_quantiles,370,real_estate,2018,tvpi,1.67,median,69
multiples_quantiles,370,real_estate,2018,tvpi,1.29,bottom_quartile,69
multiples_quantiles,370,real_estate,2018,tvpi,1.12,bottom_decile,69
multiples_quantiles,371,real_estate,2020,tvpi,1.8,top_decile,74
multiples_quantiles,371,real_estate,2020,tvpi,1.57,top_quartile,74
multiples_quantiles,371,real_estate,2020,tvpi,1.3,median,74
multiples_quantiles,371,real_estate,2020,tvpi,1.1,bottom_quartile,74
multiples_quantiles,371,real_estate,2020,tvpi,0.94,bottom_decile,74
multiples_quantiles,372,real_estate,2022,tvpi,1.33,top_decile,94
multiples_quantiles,372,real_estate,2022,tvpi,1.14,top_quartile,94
multiples_quantiles,372,real_estate,2022,tvpi,1.0,median,94
multiples_quantiles,372,real_estate,2022,tvpi,0.89,bottom_quartile,94
multiples_quantiles,372,real_estate,2022,tvpi,0.82,bottom_decile,94
quarterly_returns,35,real_estate,,return,1.44,Q4 2024,
quarterly_returns,36,real_estate,,return,-0.0603,3-year,
quarterly_returns,37,real_estate,,return,-0.76,1-year,
quarterly_returns,38,infrastructure,,return,0.4,Q4 2024,
quarterly_returns,39,private_debt,,return,0.62,Q4 2024,
quarterly_returns,40,real_estate,,return,-0.41,5-year,
quarterly_returns,41,private_equity,,return,0.47,Q1 2025*,
quarterly_returns,42,private_equity,,return,1.44,Q4 2024,
quarterly_returns,43,private_equity,,return,1.99,3-year,
